title;artist;album;isrc;addedDate;addedBy;duration;url
"Valley Of The Damned";DragonForce;"Killer Elite";FIUM70900102;;;431s;http://www.tidal.com/track/59725871
"Fury Of The Storm";DragonForce;"Killer Elite";GBAJE0400118;;;406s;http://www.tidal.com/track/59725872
"Revolution Deathsquad";DragonForce;"Killer Elite";GBAJE0508259;;;473s;http://www.tidal.com/track/59725873
"Wings Of Liberty";DragonForce;"Killer Elite";GB4421200005;;;442s;http://www.tidal.com/track/59725874
"My Spirit Will Go On";DragonForce;"Killer Elite";GBAJE0400117;;;473s;http://www.tidal.com/track/59725875
"Three Hammers";DragonForce;"Killer Elite";GB4421400039;;;369s;http://www.tidal.com/track/59725876
"Symphony Of The Night";DragonForce;"Killer Elite";GB4421400005;;;319s;http://www.tidal.com/track/59725877
"The Last Journey Home";DragonForce;"Killer Elite";FIUM70800830;;;492s;http://www.tidal.com/track/59725878
Starfire;DragonForce;"Killer Elite";GBUM71601678;;;354s;http://www.tidal.com/track/59725879
"Heart Of A Dragon";DragonForce;"Killer Elite";FIUM70900109;;;322s;http://www.tidal.com/track/59725880
"Highway to Oblivion";DragonForce;"Extreme Power Metal";USMBR1913797;;;408s;http://www.tidal.com/track/113025555
"Cosmic Power of the Infinite Shred Machine";DragonForce;"Extreme Power Metal";USMBR1913798;;;396s;http://www.tidal.com/track/113025556
"The Last Dragonborn";DragonForce;"Extreme Power Metal";USMBR1913799;;;373s;http://www.tidal.com/track/113025557
"Heart Demolition";DragonForce;"Extreme Power Metal";USMBR1913800;;;339s;http://www.tidal.com/track/113025558
"Troopers of the Stars";DragonForce;"Extreme Power Metal";USMBR1913801;;;303s;http://www.tidal.com/track/113025559
"Razorblade Meltdown";DragonForce;"Extreme Power Metal";USMBR1913802;;;286s;http://www.tidal.com/track/113025560
Strangers;DragonForce;"Extreme Power Metal";USMBR1913803;;;269s;http://www.tidal.com/track/113025561
"In a Skyforged Dream";DragonForce;"Extreme Power Metal";USMBR1913804;;;285s;http://www.tidal.com/track/113025562
"Remembrance Day";DragonForce;"Extreme Power Metal";USMBR1913805;;;310s;http://www.tidal.com/track/113025563
"My Heart Will Go On";DragonForce;"Extreme Power Metal";USMBR1913806;;;205s;http://www.tidal.com/track/113025564
"Invocation of the Apocalyptic Evil";DragonForce;"Valley of the Damned";FIUM70900101;;;15s;http://www.tidal.com/track/18663833
"Valley of the Damned";DragonForce;"Valley of the Damned";FIUM70900102;;;432s;http://www.tidal.com/track/18663834
"Black Fire";DragonForce;"Valley of the Damned";FIUM70900103;;;347s;http://www.tidal.com/track/18663835
"Black Winter Night";DragonForce;"Valley of the Damned";FIUM70900104;;;390s;http://www.tidal.com/track/18663836
Starfire;DragonForce;"Valley of the Damned";FIUM70900105;;;354s;http://www.tidal.com/track/18663837
"Disciples of Babylon";DragonForce;"Valley of the Damned";FIUM70900106;;;437s;http://www.tidal.com/track/18663838
Revelations;DragonForce;"Valley of the Damned";FIUM70900107;;;412s;http://www.tidal.com/track/18663839
"Evening Star";DragonForce;"Valley of the Damned";FIUM70900108;;;400s;http://www.tidal.com/track/18663840
"Heart of a Dragon";DragonForce;"Valley of the Damned";FIUM70900109;;;324s;http://www.tidal.com/track/18663841
"When Dragons Rule";DragonForce;"Valley of the Damned";FIUM70900110;;;350s;http://www.tidal.com/track/18663842
"Through the Fire and Flames";DragonForce;"Inhuman Rampage";GBAJE0508258;;;442s;http://www.tidal.com/track/34368467
"Revolution Deathsquad";DragonForce;"Inhuman Rampage";GBAJE0508259;;;473s;http://www.tidal.com/track/34368468
"Storming the Burning Fields";DragonForce;"Inhuman Rampage";GBAJE0508260;;;320s;http://www.tidal.com/track/34368469
"Operation Ground and Pound";DragonForce;"Inhuman Rampage";GBAJE0508261;;;465s;http://www.tidal.com/track/34368470
"Body Breakdown";DragonForce;"Inhuman Rampage";GBAJE0508262;;;419s;http://www.tidal.com/track/34368471
"Cry for Eternity";DragonForce;"Inhuman Rampage";GBAJE0508263;;;493s;http://www.tidal.com/track/34368472
"The Flame of Youth";DragonForce;"Inhuman Rampage";GBAJE0508264;;;401s;http://www.tidal.com/track/34368473
"Trail of Broken Hearts";DragonForce;"Inhuman Rampage";GBAJE0508265;;;355s;http://www.tidal.com/track/34368474
"Save My Soul";JoJo;III.;USAT21502537;;;225s;http://www.tidal.com/track/50136077
"Been Away Too Long";Soundgarden;"King Animal (Deluxe Version)";USUG11201126;;;216s;http://www.tidal.com/track/107911731
"Non-State Actor";Soundgarden;"King Animal (Deluxe Version)";USUG11201136;;;237s;http://www.tidal.com/track/107911732
"By Crooked Steps";Soundgarden;"King Animal (Deluxe Version)";USUG11201137;;;241s;http://www.tidal.com/track/107911733
"A Thousand Days Before";Soundgarden;"King Animal (Deluxe Version)";USUG11201138;;;263s;http://www.tidal.com/track/107911734
"Blood On The Valley Floor";Soundgarden;"King Animal (Deluxe Version)";USUG11201139;;;229s;http://www.tidal.com/track/107911735
"Bones Of Birds";Soundgarden;"King Animal (Deluxe Version)";USUG11201140;;;263s;http://www.tidal.com/track/107911736
Taree;Soundgarden;"King Animal (Deluxe Version)";USUG11201141;;;218s;http://www.tidal.com/track/107911737
Attrition;Soundgarden;"King Animal (Deluxe Version)";USUG11201142;;;173s;http://www.tidal.com/track/107911738
"Black Saturday";Soundgarden;"King Animal (Deluxe Version)";USUG11201143;;;210s;http://www.tidal.com/track/107911739
"Halfway There";Soundgarden;"King Animal (Deluxe Version)";USUM71211008;;;196s;http://www.tidal.com/track/107911740
"Worse Dreams";Soundgarden;"King Animal (Deluxe Version)";USUG11201144;;;293s;http://www.tidal.com/track/107911743
"Eyelid's Mouth";Soundgarden;"King Animal (Deluxe Version)";USUG11201145;;;279s;http://www.tidal.com/track/107911744
Rowing;Soundgarden;"King Animal (Deluxe Version)";USUG11201146;;;306s;http://www.tidal.com/track/107911745
"Worse Dreams";Soundgarden;"King Animal (Deluxe Version)";USUG11201150;;;201s;http://www.tidal.com/track/107911746
"Black Saturday";Soundgarden;"King Animal (Deluxe Version)";USUG11201147;;;196s;http://www.tidal.com/track/107911747
"By Crooked Steps";Soundgarden;"King Animal (Deluxe Version)";USUG11201148;;;263s;http://www.tidal.com/track/107911748
"Pretty Noose";Soundgarden;"Down On The Upside";USAM19602226;;;251s;http://www.tidal.com/track/77622686
Rhinosaur;Soundgarden;"Down On The Upside";USAM19602227;;;194s;http://www.tidal.com/track/77622687
"Zero Chance";Soundgarden;"Down On The Upside";USAM19602228;;;258s;http://www.tidal.com/track/77622688
Dusty;Soundgarden;"Down On The Upside";USAM19602229;;;274s;http://www.tidal.com/track/77622689
"Ty Cobb";Soundgarden;"Down On The Upside";USAM19602230;;;185s;http://www.tidal.com/track/77622690
"Blow Up The Outside World";Soundgarden;"Down On The Upside";USAM19602231;;;345s;http://www.tidal.com/track/77622691
"Burden In My Hand";Soundgarden;"Down On The Upside";USAM19602232;;;289s;http://www.tidal.com/track/77622692
"Never Named";Soundgarden;"Down On The Upside";USAM19602233;;;147s;http://www.tidal.com/track/77622693
Applebite;Soundgarden;"Down On The Upside";USAM19602234;;;309s;http://www.tidal.com/track/77622694
"Never The Machine Forever";Soundgarden;"Down On The Upside";USAM19602235;;;216s;http://www.tidal.com/track/77622695
"Tighter & Tighter";Soundgarden;"Down On The Upside";USAM19602236;;;366s;http://www.tidal.com/track/77622696
"No Attention";Soundgarden;"Down On The Upside";USAM19602237;;;266s;http://www.tidal.com/track/77622697
"Switch Opens";Soundgarden;"Down On The Upside";USAM19602238;;;233s;http://www.tidal.com/track/77622698
Overfloater;Soundgarden;"Down On The Upside";USAM19602239;;;308s;http://www.tidal.com/track/77622699
"An Unkind";Soundgarden;"Down On The Upside";USAM19602240;;;128s;http://www.tidal.com/track/77622700
"Boot Camp";Soundgarden;"Down On The Upside";USAM19602241;;;178s;http://www.tidal.com/track/77622701
"Dani California";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402814;;;282s;http://www.tidal.com/track/68633415
"Snow (Hey Oh)";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402815;;;335s;http://www.tidal.com/track/68633416
Charlie;"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402816;;;278s;http://www.tidal.com/track/68633417
"Stadium Arcadium";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402817;;;316s;http://www.tidal.com/track/68633418
"Hump de Bump";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402818;;;213s;http://www.tidal.com/track/68633419
"She's Only 18";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402819;;;205s;http://www.tidal.com/track/68633420
"Slow Cheetah";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402820;;;320s;http://www.tidal.com/track/68633421
"Torture Me";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402821;;;225s;http://www.tidal.com/track/68633422
"Strip My Mind";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402822;;;259s;http://www.tidal.com/track/68633423
"Especially in Michigan";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402823;;;241s;http://www.tidal.com/track/68633424
Warlocks;"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402824;;;206s;http://www.tidal.com/track/68633425
"C'mon Girl";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402825;;;229s;http://www.tidal.com/track/68633426
"Wet Sand";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402826;;;310s;http://www.tidal.com/track/68633427
Hey;"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402827;;;340s;http://www.tidal.com/track/68633428
"Desecration Smile";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402828;;;302s;http://www.tidal.com/track/68633429
"Tell Me Baby";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402829;;;248s;http://www.tidal.com/track/68633430
"Hard to Concentrate";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402830;;;242s;http://www.tidal.com/track/68633431
"21st Century";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402831;;;262s;http://www.tidal.com/track/68633432
"She Looks to Me";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402832;;;246s;http://www.tidal.com/track/68633433
Readymade;"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402833;;;271s;http://www.tidal.com/track/68633434
If;"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402834;;;173s;http://www.tidal.com/track/68633435
"Make You Feel Better";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402835;;;232s;http://www.tidal.com/track/68633436
"Animal Bar";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402836;;;325s;http://www.tidal.com/track/68633437
"So Much I";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402837;;;225s;http://www.tidal.com/track/68633438
"Storm in a Teacup";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402838;;;225s;http://www.tidal.com/track/68633439
"We Believe";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402839;;;216s;http://www.tidal.com/track/68633440
"Turn It Again";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402840;;;366s;http://www.tidal.com/track/68633441
"Death of a Martian";"Red Hot Chili Peppers";"Stadium Arcadium";USWB11402841;;;265s;http://www.tidal.com/track/68633442
"Sucker Train Blues";"Velvet Revolver";Contraband;USRC10400137;;;267s;http://www.tidal.com/track/2993561
"Do It For The Kids";"Velvet Revolver";Contraband;USRC10400138;;;235s;http://www.tidal.com/track/2993220
"Big Machine";"Velvet Revolver";Contraband;USRC10400139;;;265s;http://www.tidal.com/track/2992642
"Illegal i Song";"Velvet Revolver";Contraband;USRC10400140;;;257s;http://www.tidal.com/track/2993221
Spectacle;"Velvet Revolver";Contraband;USRC10400141;;;221s;http://www.tidal.com/track/2992641
"Fall to Pieces";"Velvet Revolver";Contraband;USRC10400142;;;270s;http://www.tidal.com/track/2993562
Headspace;"Velvet Revolver";Contraband;USRC10400143;;;222s;http://www.tidal.com/track/2992638
Superhuman;"Velvet Revolver";Contraband;USRC10400144;;;255s;http://www.tidal.com/track/2993222
"Set Me Free";"Velvet Revolver";Contraband;USRC10400145;;;247s;http://www.tidal.com/track/2993563
"You Got No Right";"Velvet Revolver";Contraband;USRC10400146;;;335s;http://www.tidal.com/track/2993564
Slither;"Velvet Revolver";Contraband;USRC10400063;;;248s;http://www.tidal.com/track/2992639
"Dirty Little Thing";"Velvet Revolver";Contraband;USRC10400147;;;237s;http://www.tidal.com/track/2993223
"Loving The Alien";"Velvet Revolver";Contraband;USRC10400148;;;349s;http://www.tidal.com/track/2992640
"Smells Like Teen Spirit";Nirvana;Nevermind;USGF19942501;;;301s;http://www.tidal.com/track/77610757
"In Bloom";Nirvana;Nevermind;USGF19942502;;;255s;http://www.tidal.com/track/77610758
"Come As You Are";Nirvana;Nevermind;USGF19942503;;;219s;http://www.tidal.com/track/77610759
Breed;Nirvana;Nevermind;USGF19942504;;;184s;http://www.tidal.com/track/77610760
Lithium;Nirvana;Nevermind;USGF19942505;;;257s;http://www.tidal.com/track/77610761
Polly;Nirvana;Nevermind;USGF19942506;;;177s;http://www.tidal.com/track/77610762
"Territorial Pissings";Nirvana;Nevermind;USGF19942507;;;143s;http://www.tidal.com/track/77610763
"Drain You";Nirvana;Nevermind;USGF19942508;;;224s;http://www.tidal.com/track/77610765
"Lounge Act";Nirvana;Nevermind;USGF19942509;;;157s;http://www.tidal.com/track/77610766
"Stay Away";Nirvana;Nevermind;USGF19942510;;;212s;http://www.tidal.com/track/77610767
"On A Plain";Nirvana;Nevermind;USGF19942511;;;196s;http://www.tidal.com/track/77610768
"Something In The Way";Nirvana;Nevermind;USGF19942512;;;235s;http://www.tidal.com/track/77610769
"Endless, Nameless";Nirvana;Nevermind;USGF19942513;;;403s;http://www.tidal.com/track/77610770
"The End.";"My Chemical Romance";"The Black Parade";USRE11600401;;;113s;http://www.tidal.com/track/70879290
Dead!;"My Chemical Romance";"The Black Parade";USRE11600402;;;196s;http://www.tidal.com/track/70879291
"This Is How I Disappear";"My Chemical Romance";"The Black Parade";USRE11600403;;;239s;http://www.tidal.com/track/70879292
"The Sharpest Lives";"My Chemical Romance";"The Black Parade";USRE11600404;;;201s;http://www.tidal.com/track/70879293
"Welcome to the Black Parade";"My Chemical Romance";"The Black Parade";USRE11600405;;;311s;http://www.tidal.com/track/70879294
"I Don't Love You";"My Chemical Romance";"The Black Parade";USRE11600406;;;239s;http://www.tidal.com/track/70879295
"House of Wolves";"My Chemical Romance";"The Black Parade";USRE11600407;;;184s;http://www.tidal.com/track/70879296
Cancer;"My Chemical Romance";"The Black Parade";USRE11600408;;;143s;http://www.tidal.com/track/70879297
Mama;"My Chemical Romance";"The Black Parade";USRE11600409;;;279s;http://www.tidal.com/track/70879298
Sleep;"My Chemical Romance";"The Black Parade";USRE11600410;;;283s;http://www.tidal.com/track/70879299
Teenagers;"My Chemical Romance";"The Black Parade";USRE11600411;;;162s;http://www.tidal.com/track/70879300
Disenchanted;"My Chemical Romance";"The Black Parade";USRE11600412;;;295s;http://www.tidal.com/track/70879301
"Famous Last Words";"My Chemical Romance";"The Black Parade";USRE11600413;;;299s;http://www.tidal.com/track/70879302
"Blood (Hidden Track)";"My Chemical Romance";"The Black Parade";USRE11600414;;;174s;http://www.tidal.com/track/70879303
Wildfire;P.O.D.;"Payable on Death";USAT20303155;;;196s;http://www.tidal.com/track/68714293
"Will You";P.O.D.;"Payable on Death";USAT20303157;;;227s;http://www.tidal.com/track/68714294
"Change the World (2006 Remaster) [Warriors EP Version]";P.O.D.;"Payable on Death";USAT20303136;;;184s;http://www.tidal.com/track/68714295
"Execute the Sounds";P.O.D.;"Payable on Death";USAT20303140;;;181s;http://www.tidal.com/track/68714296
"Find My Way";P.O.D.;"Payable on Death";USAT20303142;;;190s;http://www.tidal.com/track/68714297
Revolution;P.O.D.;"Payable on Death";USAT20303148;;;205s;http://www.tidal.com/track/68714298
"The Reasons";P.O.D.;"Payable on Death";USAT20303151;;;225s;http://www.tidal.com/track/68714299
"Freedom Fighters";P.O.D.;"Payable on Death";USAT20303144;;;252s;http://www.tidal.com/track/68714300
"Waiting on Today";P.O.D.;"Payable on Death";USAT20303153;;;187s;http://www.tidal.com/track/68714301
"I and Identify";P.O.D.;"Payable on Death";USAT20303146;;;195s;http://www.tidal.com/track/68714302
Asthma;P.O.D.;"Payable on Death";USAT20303134;;;241s;http://www.tidal.com/track/68714303
Eternal;P.O.D.;"Payable on Death";USAT20303138;;;379s;http://www.tidal.com/track/68714304
"Set It Off";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106874;;;255s;http://www.tidal.com/track/3335965
"Alive (Chris Lord-Alge Mix)";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106836;;;205s;http://www.tidal.com/track/3335966
Boom;P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106875;;;191s;http://www.tidal.com/track/3335967
"Youth of the Nation";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106877;;;256s;http://www.tidal.com/track/3335968
Celestial;P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106878;;;85s;http://www.tidal.com/track/3335969
Satellite;P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106879;;;211s;http://www.tidal.com/track/3335970
"Ridiculous (feat. Eek-A-Mouse)";"P.O.D., Eek-a-Mouse";"Satellite (U.S. Version) [WEA Distribution]";USAT20106880;;;257s;http://www.tidal.com/track/3335971
"The Messenjah";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106881;;;257s;http://www.tidal.com/track/3335972
"Guitarras de Amor";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106882;;;75s;http://www.tidal.com/track/3335973
"Anything Right (feat. Christian of Blindside)";"P.O.D., Christian of Blindside";"Satellite (U.S. Version) [WEA Distribution]";USAT20106883;;;257s;http://www.tidal.com/track/3335974
Ghetto;P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106884;;;217s;http://www.tidal.com/track/3335975
"Masterpiece Conspiracy";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106885;;;192s;http://www.tidal.com/track/3335976
"Without Jah, Nothin' (feat. H.R.)";"P.O.D., H.R.";"Satellite (U.S. Version) [WEA Distribution]";USAT20106886;;;220s;http://www.tidal.com/track/3335977
"Thinking About Forever";P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106887;;;226s;http://www.tidal.com/track/3335978
Portrait;P.O.D.;"Satellite (U.S. Version) [WEA Distribution]";USAT20106888;;;272s;http://www.tidal.com/track/3335979
"Rockin' With The Best";P.O.D.;Circles;NLB931802121;;;163s;http://www.tidal.com/track/97891704
"Always Southern California";P.O.D.;Circles;NLB931802122;;;191s;http://www.tidal.com/track/97891705
Circles;P.O.D.;Circles;NLB931802123;;;208s;http://www.tidal.com/track/97891706
"Panic Attack";P.O.D.;Circles;NLB931802124;;;182s;http://www.tidal.com/track/97891707
"On The Radio";P.O.D.;Circles;NLB931802125;;;191s;http://www.tidal.com/track/97891708
"Fly Away";P.O.D.;Circles;NLB931802126;;;191s;http://www.tidal.com/track/97891709
"Listening For The Silence";P.O.D.;Circles;NLB931802127;;;232s;http://www.tidal.com/track/97891710
Dreaming;P.O.D.;Circles;NLB931802128;;;183s;http://www.tidal.com/track/97891711
Domino;P.O.D.;Circles;NLB931802129;;;209s;http://www.tidal.com/track/97891712
"Soundboy Killa";P.O.D.;Circles;NLB931802130;;;246s;http://www.tidal.com/track/97891713
Home;P.O.D.;Circles;NLB931802131;;;242s;http://www.tidal.com/track/97891714
"American Idiot";"Green Day";"Greatest Hits: God's Favorite Band";USRE10400888;;;174s;http://www.tidal.com/track/81118335
"Jesus of Suburbia";"Green Day";"The Green Day Collection";USRE10400983;;;548s;http://www.tidal.com/track/80672964
"Are We the Waiting / St. Jimmy";"Green Day";"The Green Day Collection";USRE10401219;;;338s;http://www.tidal.com/track/80672966
"Extraordinary Girl / Letterbomb";"Green Day";"The Green Day Collection";USRE10401221;;;460s;http://www.tidal.com/track/80672968
"Wake Me up When September Ends";"Green Day";"Greatest Hits: God's Favorite Band";USRE10400992;;;286s;http://www.tidal.com/track/81118338
Homecoming;"Green Day";"The Green Day Collection";USRE10400993;;;558s;http://www.tidal.com/track/80672970
Whatsername;"Green Day";"The Green Day Collection";USRE10400994;;;257s;http://www.tidal.com/track/80672971
"the 1";"Taylor Swift";folklore;USUG12002835;;;210s;http://www.tidal.com/track/149678929
cardigan;"Taylor Swift";folklore;USUG12002836;;;240s;http://www.tidal.com/track/149678930
"the last great american dynasty";"Taylor Swift";folklore;USUG12002837;;;231s;http://www.tidal.com/track/149678931
exile;"Taylor Swift, Bon Iver";folklore;USUG12002838;;;286s;http://www.tidal.com/track/149678932
"my tears ricochet";"Taylor Swift";folklore;USUG12002839;;;256s;http://www.tidal.com/track/149678933
mirrorball;"Taylor Swift";folklore;USUG12002840;;;209s;http://www.tidal.com/track/149678934
seven;"Taylor Swift";folklore;USUG12002841;;;209s;http://www.tidal.com/track/149678935
august;"Taylor Swift";folklore;USUG12002842;;;262s;http://www.tidal.com/track/149678936
"this is me trying";"Taylor Swift";folklore;USUG12002843;;;195s;http://www.tidal.com/track/149678937
"illicit affairs";"Taylor Swift";folklore;USUG12002844;;;191s;http://www.tidal.com/track/149678938
"invisible string";"Taylor Swift";folklore;USUG12002845;;;253s;http://www.tidal.com/track/149678939
"mad woman";"Taylor Swift";folklore;USUG12002846;;;237s;http://www.tidal.com/track/149678940
epiphany;"Taylor Swift";folklore;USUG12002847;;;290s;http://www.tidal.com/track/149678941
betty;"Taylor Swift";folklore;USUG12002848;;;295s;http://www.tidal.com/track/149678942
peace;"Taylor Swift";folklore;USUG12002849;;;234s;http://www.tidal.com/track/149678943
hoax;"Taylor Swift";folklore;USUG12002850;;;220s;http://www.tidal.com/track/149678944
"Future Nostalgia";"Dua Lipa";"Future Nostalgia";GBAHT1901177;;;185s;http://www.tidal.com/track/135236241
"Don't Start Now";"Dua Lipa";"Future Nostalgia";GBAHT1901121;;;183s;http://www.tidal.com/track/135236242
Cool;"Dua Lipa";"Future Nostalgia";GBAHT1901297;;;210s;http://www.tidal.com/track/135236243
Physical;"Dua Lipa";"Future Nostalgia";GBAHT1901298;;;194s;http://www.tidal.com/track/135236244
Levitating;"Dua Lipa";"Future Nostalgia";GBAHT1901299;;;204s;http://www.tidal.com/track/135236245
"Pretty Please";"Dua Lipa";"Future Nostalgia";GBAHT1901300;;;195s;http://www.tidal.com/track/135236246
Hallucinate;"Dua Lipa";"Future Nostalgia";GBAHT1901301;;;209s;http://www.tidal.com/track/135236247
"Love Again";"Dua Lipa";"Future Nostalgia";GBAHT1901302;;;258s;http://www.tidal.com/track/135236248
"Break My Heart";"Dua Lipa";"Future Nostalgia";GBAHT1901303;;;222s;http://www.tidal.com/track/135236249
"Good In Bed";"Dua Lipa";"Future Nostalgia";GBAHT1901305;;;219s;http://www.tidal.com/track/135236250
"Boys Will Be Boys";"Dua Lipa";"Future Nostalgia";GBAHT1901307;;;166s;http://www.tidal.com/track/135236251
"No Pressure Intro";Logic;"No Pressure";USUM72014311;;;175s;http://www.tidal.com/track/148995698
"Hit My Line";Logic;"No Pressure";USUM72014339;;;265s;http://www.tidal.com/track/148995699
GP4;Logic;"No Pressure";USUM72014313;;;274s;http://www.tidal.com/track/148995700
Celebration;Logic;"No Pressure";USUM72014315;;;230s;http://www.tidal.com/track/148995701
"Open Mic\\Aquarius III";Logic;"No Pressure";USUM72014317;;;304s;http://www.tidal.com/track/148995702
"Soul Food II";Logic;"No Pressure";USUM72014319;;;334s;http://www.tidal.com/track/148995703
Perfect;Logic;"No Pressure";USUM72014321;;;100s;http://www.tidal.com/track/148995704
"man i is";Logic;"No Pressure";USUM72014323;;;269s;http://www.tidal.com/track/148995705
DadBod;Logic;"No Pressure";USUM72014325;;;295s;http://www.tidal.com/track/148995706
"5 Hooks";Logic;"No Pressure";USUM72014328;;;233s;http://www.tidal.com/track/148995707
"Dark Place";Logic;"No Pressure";USUM72014330;;;195s;http://www.tidal.com/track/148995708
A2Z;Logic;"No Pressure";USUM72013759;;;189s;http://www.tidal.com/track/148995709
"Heard Em Say";Logic;"No Pressure";USUM72014332;;;216s;http://www.tidal.com/track/148995710
Amen;Logic;"No Pressure";USUM72014334;;;147s;http://www.tidal.com/track/148995712
"Obediently Yours";Logic;"No Pressure";USUM72014338;;;369s;http://www.tidal.com/track/148995714
"Curtains Up";Eminem;"The Eminem Show";USIR10211051;;;30s;http://www.tidal.com/track/573284
"White America";Eminem;"The Eminem Show";USIR10211052;;;325s;http://www.tidal.com/track/573285
Business;Eminem;"The Eminem Show";USIR10211053;;;252s;http://www.tidal.com/track/573286
"Cleanin' Out My Closet";Eminem;"The Eminem Show";USIR10211054;;;298s;http://www.tidal.com/track/573287
"Square Dance";Eminem;"The Eminem Show";USIR10211055;;;324s;http://www.tidal.com/track/573288
"The Kiss";Eminem;"The Eminem Show";USIR10211056;;;76s;http://www.tidal.com/track/573289
Soldier;Eminem;"The Eminem Show";USIR10211057;;;226s;http://www.tidal.com/track/573290
"Say Goodbye Hollywood";Eminem;"The Eminem Show";USIR10211071;;;273s;http://www.tidal.com/track/573291
Drips;"Eminem, Obie Trice";"The Eminem Show";USIR10211059;;;286s;http://www.tidal.com/track/573292
"Without Me";Eminem;"The Eminem Show";USIR10211038;;;290s;http://www.tidal.com/track/573293
"Paul Rosenberg";Eminem;"The Eminem Show";USIR10211060;;;23s;http://www.tidal.com/track/573294
"Sing For The Moment";Eminem;"The Eminem Show";USIR10211061;;;340s;http://www.tidal.com/track/573295
Superman;"Eminem, Dina Rae";"The Eminem Show";USIR10211062;;;350s;http://www.tidal.com/track/573296
"Hailie's Song";Eminem;"The Eminem Show";USIR10211063;;;321s;http://www.tidal.com/track/573297
"Steve Berman";Eminem;"The Eminem Show";USIR10211064;;;33s;http://www.tidal.com/track/573298
"When The Music Stops";"Eminem, D12";"The Eminem Show";USIR10211065;;;269s;http://www.tidal.com/track/573299
"Say What You Say";"Eminem, Dr. Dre";"The Eminem Show";USIR10211045;;;310s;http://www.tidal.com/track/573300
"'Till I Collapse";"Eminem, Nate Dogg";"The Eminem Show";USIR10211066;;;298s;http://www.tidal.com/track/573301
"My Dad's Gone Crazy";"Eminem, Hailie Jade";"The Eminem Show";USIR10211067;;;267s;http://www.tidal.com/track/573302
"Curtains Close";Eminem;"The Eminem Show";USIR10211070;;;62s;http://www.tidal.com/track/573303
"Public Service Announcement 2000";Eminem;"The Marshall Mathers LP";USIR10000579;;;27s;http://www.tidal.com/track/586939
"Kill You";Eminem;"The Marshall Mathers LP";USIR10000580;;;264s;http://www.tidal.com/track/586940
Stan;"Eminem, Dido";"The Marshall Mathers LP";USIR10001280;;;404s;http://www.tidal.com/track/586941
Paul;"Paul ""Bunyan"" Rosenberg";"The Marshall Mathers LP";USIR10000581;;;10s;http://www.tidal.com/track/586942
"Who Knew";Eminem;"The Marshall Mathers LP";USIR10000582;;;227s;http://www.tidal.com/track/586943
"Steve Berman";"Eminem, Steve Berman";"The Marshall Mathers LP";USIR10000588;;;53s;http://www.tidal.com/track/586944
"The Way I Am";Eminem;"The Marshall Mathers LP";USIR10000589;;;290s;http://www.tidal.com/track/586945
"The Real Slim Shady";Eminem;"The Marshall Mathers LP";USIR10000448;;;284s;http://www.tidal.com/track/586946
"Remember Me?";"Eminem, Rbx, Sticky Fingaz";"The Marshall Mathers LP";USIR10000583;;;218s;http://www.tidal.com/track/586947
"I'm Back";Eminem;"The Marshall Mathers LP";USIR10000584;;;309s;http://www.tidal.com/track/586948
