title;artist;album;isrc;addedDate;addedBy;duration;url
"Heroes of Our Time";DragonForce;"Ultra Beatdown";FIUM70800825;;;436s;http://www.tidal.com/track/34368146
"The Fire Still Burns";DragonForce;"Ultra Beatdown";FIUM70800826;;;470s;http://www.tidal.com/track/34368147
"Reasons to Live";DragonForce;"Ultra Beatdown";FIUM70800827;;;386s;http://www.tidal.com/track/34368148
"Heartbreak Armageddon";DragonForce;"Ultra Beatdown";FIUM70800829;;;461s;http://www.tidal.com/track/34368149
"The Last Journey Home";DragonForce;"Ultra Beatdown";FIUM70800830;;;492s;http://www.tidal.com/track/34368150
"A Flame for Freedom";DragonForce;"Ultra Beatdown";FIUM70800835;;;320s;http://www.tidal.com/track/34368151
"Inside the Winter Storm";DragonForce;"Ultra Beatdown";FIUM70800831;;;492s;http://www.tidal.com/track/34368152
"The Warrior Inside";DragonForce;"Ultra Beatdown";FIUM70800832;;;435s;http://www.tidal.com/track/34368153
"Are You Ready";Disturbed;"Are You Ready";USRE11800534;;;262s;http://www.tidal.com/track/93424010
"No More";Disturbed;Evolution;USRE11800600;;;233s;http://www.tidal.com/track/96231178
"A Reason to Fight";Disturbed;"A Reason to Fight";USRE11800601;;;284s;http://www.tidal.com/track/95429950
"In Another Time";Disturbed;Evolution;USRE11800602;;;251s;http://www.tidal.com/track/96231180
"Stronger on Your Own";Disturbed;Evolution;USRE11800603;;;241s;http://www.tidal.com/track/96231181
"Hold on to Memories";Disturbed;Evolution;USRE11800604;;;304s;http://www.tidal.com/track/96231182
"Saviour of Nothing";Disturbed;Evolution;USRE11800605;;;252s;http://www.tidal.com/track/96231183
"Watch You Burn";Disturbed;Evolution;USRE11800606;;;260s;http://www.tidal.com/track/96231184
"The Best Ones Lie";Disturbed;"The Best Ones Lie";USRE11800607;;;243s;http://www.tidal.com/track/96258899
"Already Gone";Disturbed;Evolution;USRE11800608;;;269s;http://www.tidal.com/track/96231186
"The Sound of Silence (Live) [feat. Myles Kennedy]";"Disturbed, Myles Kennedy";Evolution;USRE11800562;;;292s;http://www.tidal.com/track/96231089
"This Venom";Disturbed;Evolution;USRE11800610;;;259s;http://www.tidal.com/track/96231188
"Are You Ready";Disturbed;Evolution;USRE11800611;;;216s;http://www.tidal.com/track/96231189
"Uninvited Guest";Disturbed;Evolution;USRE11800612;;;235s;http://www.tidal.com/track/96231190
"Asking for It";Shinedown;"Threat to Survival";USAT21502580;;;211s;http://www.tidal.com/track/68602379
"Cut the Cord";Shinedown;"Threat to Survival";USAT21501780;;;222s;http://www.tidal.com/track/68602380
"State of My Head";Shinedown;"Threat to Survival";USAT21502581;;;206s;http://www.tidal.com/track/68602381
Outcast;Shinedown;"Threat to Survival";USAT21502582;;;206s;http://www.tidal.com/track/68602382
"How Did You Love";Shinedown;"Threat to Survival";USAT21502583;;;188s;http://www.tidal.com/track/68602383
"It All Adds Up";Shinedown;"Threat to Survival";USAT21502584;;;231s;http://www.tidal.com/track/68602384
Oblivion;Shinedown;"Threat to Survival";USAT21502585;;;238s;http://www.tidal.com/track/68602385
Dangerous;Shinedown;"Threat to Survival";USAT21502586;;;232s;http://www.tidal.com/track/68602386
"Thick as Thieves";Shinedown;"Threat to Survival";USAT21502587;;;234s;http://www.tidal.com/track/68602387
"Black Cadillac";Shinedown;"Threat to Survival";USAT21502588;;;208s;http://www.tidal.com/track/68602388
Misfits;Shinedown;"Threat to Survival";USAT21502589;;;246s;http://www.tidal.com/track/68602389
"THE ENTRANCE";Shinedown;"ATTENTION ATTENTION";USAT21800856;;;39s;http://www.tidal.com/track/88108738
DEVIL;Shinedown;"ATTENTION ATTENTION";USAT21800857;;;208s;http://www.tidal.com/track/88108739
"BLACK SOUL";Shinedown;"ATTENTION ATTENTION";USAT21800858;;;203s;http://www.tidal.com/track/88108740
"ATTENTION ATTENTION";Shinedown;"ATTENTION ATTENTION";USAT21800859;;;231s;http://www.tidal.com/track/88108741
"KILL YOUR CONSCIENCE";Shinedown;"ATTENTION ATTENTION";USAT21800860;;;232s;http://www.tidal.com/track/88108742
PYRO;Shinedown;"ATTENTION ATTENTION";USAT21800861;;;231s;http://www.tidal.com/track/88108743
MONSTERS;Shinedown;"ATTENTION ATTENTION";USAT21800862;;;248s;http://www.tidal.com/track/88108744
DARKSIDE;Shinedown;"ATTENTION ATTENTION";USAT21800863;;;233s;http://www.tidal.com/track/88108745
CREATURES;Shinedown;"ATTENTION ATTENTION";USAT21800864;;;236s;http://www.tidal.com/track/88108746
EVOLVE;Shinedown;"ATTENTION ATTENTION";USAT21800865;;;177s;http://www.tidal.com/track/88108747
"GET UP";Shinedown;"ATTENTION ATTENTION";USAT21800866;;;246s;http://www.tidal.com/track/88108748
special;Shinedown;"ATTENTION ATTENTION";USAT21800867;;;224s;http://www.tidal.com/track/88108749
"THE HUMAN RADIO";Shinedown;"ATTENTION ATTENTION";USAT21800868;;;249s;http://www.tidal.com/track/88108750
BRILLIANT;Shinedown;"ATTENTION ATTENTION";USAT21800869;;;274s;http://www.tidal.com/track/88108751
"Ambitionz Az A Ridah";2Pac;"All Eyez On Me";USKO10403591;;;278s;http://www.tidal.com/track/43746131
"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)";2Pac;"All Eyez On Me";USKO10403593;;;277s;http://www.tidal.com/track/43746132
"Skandalouz (ft. Nate Dogg)";2Pac;"All Eyez On Me";USKO10403600;;;249s;http://www.tidal.com/track/43746133
"Got My Mind Made Up (ft. Dat Nigga Daz, Kurupt, Method Man, Redman)";2Pac;"All Eyez On Me";USKO10403602;;;313s;http://www.tidal.com/track/43746134
"How Do You Want It (ft. KC, Jojo)";2Pac;"All Eyez On Me";USKO10403604;;;288s;http://www.tidal.com/track/43746135
"2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dog)";2Pac;"All Eyez On Me";USKO10403609;;;247s;http://www.tidal.com/track/43746136
"No More Pain";2Pac;"All Eyez On Me";USKO10403611;;;375s;http://www.tidal.com/track/43746137
"Heartz Of Men";2Pac;"All Eyez On Me";USKO10403618;;;283s;http://www.tidal.com/track/43746138
"Life Goes On";2Pac;"All Eyez On Me";USKO10403620;;;302s;http://www.tidal.com/track/43746139
"Only God Can Judge Me (ft. Rappin' 4-Tay)";2Pac;"All Eyez On Me";USKO10403622;;;297s;http://www.tidal.com/track/43746140
"Tradin War Stories (ft. C-BO, CPO, Outlawz, The Storm)";2Pac;"All Eyez On Me";USKO10403688;;;330s;http://www.tidal.com/track/43746141
"California Love (remix) (ft.  Dr. Dre, Roger Troutman)";2Pac;"All Eyez On Me";USKO10403702;;;386s;http://www.tidal.com/track/43746142
"I Ain't Mad At Cha (ft. Danny Boy)";2Pac;"All Eyez On Me";USKO10403963;;;294s;http://www.tidal.com/track/43746143
"Whatz Ya Phone # (ft. Danny Boy)";2Pac;"All Eyez On Me";USKO10404295;;;309s;http://www.tidal.com/track/43746144
"Can't C Me";2Pac;"All Eyez On Me";USKO10404416;;;331s;http://www.tidal.com/track/43746145
"Shorty Wanna Be A Thug";2Pac;"All Eyez On Me";USKO10404417;;;232s;http://www.tidal.com/track/43746146
"Holla At Me";2Pac;"All Eyez On Me";USKO10404418;;;295s;http://www.tidal.com/track/43746147
"Wonda Why They Call U B____";2Pac;"All Eyez On Me";USKO10404419;;;258s;http://www.tidal.com/track/43746148
"When We Ride (ft. Outlaw Immortals)";2Pac;"All Eyez On Me";USKO10404420;;;310s;http://www.tidal.com/track/43746149
"Thug Passion (ft. Jewell, Outlawz, The Storm)";2Pac;"All Eyez On Me";USKO10404421;;;308s;http://www.tidal.com/track/43746150
"Picture Me Rollin' (ft. Danny Boy, CPO,  Big Syke)";2Pac;"All Eyez On Me";USKO10404422;;;315s;http://www.tidal.com/track/43746151
"Check Out Time";2Pac;"All Eyez On Me";USKO10404423;;;279s;http://www.tidal.com/track/43746152
"Ratha Be Ya N____ (ft. Richie Rich)";2Pac;"All Eyez On Me";USKO10404424;;;254s;http://www.tidal.com/track/43746153
"All Eyez On Me (ft. Big Syke)";2Pac;"All Eyez On Me";USKO10404425;;;308s;http://www.tidal.com/track/43746154
"Run Tha Streetz (ft. Michel'le, Storm, Mutah)";2Pac;"All Eyez On Me";USKO10404426;;;316s;http://www.tidal.com/track/43746155
"Ain't Hard 2 Find (ft. B-Legit, C-BO, E-40, Richie Rich)";2Pac;"All Eyez On Me";USKO10404427;;;269s;http://www.tidal.com/track/43746156
"Heaven Ain't Hard 2 Find";2Pac;"All Eyez On Me";USKO10404428;;;239s;http://www.tidal.com/track/43746157
"The Ringer";Eminem;Kamikaze;USUM71813329;;;337s;http://www.tidal.com/track/95469760
Greatest;Eminem;Kamikaze;USUM71813333;;;226s;http://www.tidal.com/track/95469761
"Lucky You";"Eminem, Joyner Lucas";Kamikaze;USUM71813334;;;244s;http://www.tidal.com/track/95469762
Paul;"Paul Rosenberg";Kamikaze;USUM71813335;;;35s;http://www.tidal.com/track/95469763
Normal;Eminem;Kamikaze;USUM71813336;;;222s;http://www.tidal.com/track/95469764
"Em Calls Paul";Eminem;Kamikaze;USUM71813337;;;49s;http://www.tidal.com/track/95469765
"Stepping Stone";Eminem;Kamikaze;USUM71813338;;;309s;http://www.tidal.com/track/95469766
"Not Alike";"Eminem, Royce Da 5'9""";Kamikaze;USUM71813339;;;288s;http://www.tidal.com/track/95469767
Kamikaze;Eminem;Kamikaze;USUM71813340;;;216s;http://www.tidal.com/track/95469768
Fall;Eminem;Kamikaze;USUM71813341;;;262s;http://www.tidal.com/track/95469769
"Nice Guy";"Eminem, Jessie Reyez";Kamikaze;USUM71813342;;;150s;http://www.tidal.com/track/95469770
"Good Guy";"Eminem, Jessie Reyez";Kamikaze;USUM71813343;;;142s;http://www.tidal.com/track/95469771
Venom;Eminem;Kamikaze;USUM71813345;;;269s;http://www.tidal.com/track/95469772
Dirty;Sevendust;"All I See Is War";QMRSZ1800141;;;198s;http://www.tidal.com/track/87984558
"God Bites His Tongue";Sevendust;"All I See Is War";QMRSZ1800142;;;225s;http://www.tidal.com/track/87984559
Medicated;Sevendust;"All I See Is War";QMRSZ1800143;;;209s;http://www.tidal.com/track/87984560
Unforgiven;Sevendust;"All I See Is War";QMRSZ1800144;;;235s;http://www.tidal.com/track/87984561
Sickness;Sevendust;"All I See Is War";QMRSZ1800145;;;187s;http://www.tidal.com/track/87984562
Cheers;Sevendust;"All I See Is War";QMRSZ1800146;;;227s;http://www.tidal.com/track/87984563
Risen;Sevendust;"All I See Is War";QMRSZ1800147;;;206s;http://www.tidal.com/track/87984564
Moments;Sevendust;"All I See Is War";QMRSZ1800148;;;242s;http://www.tidal.com/track/87984565
"Not Original";Sevendust;"All I See Is War";QMRSZ1800149;;;255s;http://www.tidal.com/track/87984566
Descend;Sevendust;"All I See Is War";QMRSZ1800150;;;264s;http://www.tidal.com/track/87984567
"Life Deceives You";Sevendust;"All I See Is War";QMRSZ1800151;;;266s;http://www.tidal.com/track/87984568
"The Truth";Sevendust;"All I See Is War";QMRSZ1800152;;;221s;http://www.tidal.com/track/87984569
"Welcome To New York";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431299;;;212s;http://www.tidal.com/track/74923416
"Blank Space";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431309;;;231s;http://www.tidal.com/track/74923417
Style;"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431319;;;231s;http://www.tidal.com/track/74923418
"Out Of The Woods";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431329;;;235s;http://www.tidal.com/track/74923419
"All You Had To Do Was Stay";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431339;;;193s;http://www.tidal.com/track/74923420
"Shake It Off";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431349;;;219s;http://www.tidal.com/track/74923421
"I Wish You Would";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431359;;;207s;http://www.tidal.com/track/74923422
"Bad Blood";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431369;;;211s;http://www.tidal.com/track/74923423
"Wildest Dreams";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431379;;;220s;http://www.tidal.com/track/74923424
"How You Get The Girl";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431389;;;247s;http://www.tidal.com/track/74923425
"This Love";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431399;;;250s;http://www.tidal.com/track/74923426
"I Know Places";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431409;;;195s;http://www.tidal.com/track/74923427
Clean;"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431419;;;271s;http://www.tidal.com/track/74923428
Wonderland;"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431429;;;245s;http://www.tidal.com/track/74923429
"You Are In Love";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431439;;;267s;http://www.tidal.com/track/74923430
"New Romantics";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431449;;;230s;http://www.tidal.com/track/74923431
"I Know Places";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431461;;;216s;http://www.tidal.com/track/74923432
"I Wish You Would";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431471;;;107s;http://www.tidal.com/track/74923433
"Blank Space";"Taylor Swift";"1989 (Deluxe Edition)";USCJY1431481;;;131s;http://www.tidal.com/track/74923434
1000hp;Godsmack;1000hp;USUM71406901;;;226s;http://www.tidal.com/track/77822352
FML;Godsmack;1000hp;USUM71409601;;;218s;http://www.tidal.com/track/77822353
"Something Different";Godsmack;1000hp;USUM71409602;;;282s;http://www.tidal.com/track/77822354
"What’s Next?";Godsmack;1000hp;USUM71409603;;;260s;http://www.tidal.com/track/77822355
"Generation Day";Godsmack;1000hp;USUM71409604;;;371s;http://www.tidal.com/track/77822356
"Locked & Loaded";Godsmack;1000hp;USUM71409605;;;252s;http://www.tidal.com/track/77822357
"Living In The Gray";Godsmack;1000hp;USUM71409606;;;247s;http://www.tidal.com/track/77822358
"I Don't Belong";Godsmack;1000hp;USUM71409607;;;213s;http://www.tidal.com/track/77822359
"Nothing Comes Easy";Godsmack;1000hp;USUM71409613;;;338s;http://www.tidal.com/track/77822360
"Turning To Stone";Godsmack;1000hp;USUM71409610;;;316s;http://www.tidal.com/track/77822361
"Cryin' Like A Bitch!!";Godsmack;"The Oracle (Deluxe Edition)";USUM71004193;;;202s;http://www.tidal.com/track/3886034
"Saints And Sinners";Godsmack;"The Oracle (Deluxe Edition)";USUM71007611;;;250s;http://www.tidal.com/track/3886035
"War And Peace";Godsmack;"The Oracle (Deluxe Edition)";USUM71007613;;;189s;http://www.tidal.com/track/3886036
Love-Hate-Sex-Pain;Godsmack;"The Oracle (Deluxe Edition)";USUM71007614;;;315s;http://www.tidal.com/track/3886037
"What If?";Godsmack;"The Oracle (Deluxe Edition)";USUM71007615;;;393s;http://www.tidal.com/track/3886038
"Devils Swing";Godsmack;"The Oracle (Deluxe Edition)";USUM71007616;;;209s;http://www.tidal.com/track/3886039
"Good Day To Die";Godsmack;"The Oracle (Deluxe Edition)";USUM71007617;;;236s;http://www.tidal.com/track/3886040
"Forever Shamed";Godsmack;"The Oracle (Deluxe Edition)";USUM71007618;;;204s;http://www.tidal.com/track/3886041
"Shadow Of A Soul";Godsmack;"The Oracle (Deluxe Edition)";USUM71007619;;;282s;http://www.tidal.com/track/3886042
"The Oracle";Godsmack;"The Oracle (Deluxe Edition)";USUM71007620;;;381s;http://www.tidal.com/track/3886043
"Whiskey Hangover";Godsmack;"The Oracle (Deluxe Edition)";USUM70972769;;;227s;http://www.tidal.com/track/3886044
"I Blame You";Godsmack;"The Oracle (Deluxe Edition)";USUM71008977;;;188s;http://www.tidal.com/track/3886045
"Straight Out Of Line";Godsmack;Faceless;USUR10300058;;;259s;http://www.tidal.com/track/75487713
Faceless;Godsmack;Faceless;USUR10300053;;;214s;http://www.tidal.com/track/75487714
Changes;Godsmack;Faceless;USUR10300046;;;259s;http://www.tidal.com/track/75487715
"Make Me Believe";Godsmack;Faceless;USUR10300057;;;248s;http://www.tidal.com/track/75487716
"I Stand Alone";Godsmack;Faceless;USUR10111257;;;246s;http://www.tidal.com/track/75487717
Re-Align;Godsmack;Faceless;USUR10300052;;;260s;http://www.tidal.com/track/75487718
"I Fucking Hate You";Godsmack;Faceless;USUR10300055;;;247s;http://www.tidal.com/track/75487719
"Releasing The Demons";Godsmack;Faceless;USUR10300050;;;252s;http://www.tidal.com/track/75487720
"Dead And Broken";Godsmack;Faceless;USUR10300047;;;251s;http://www.tidal.com/track/75487721
"I Am";Godsmack;Faceless;USUR10300054;;;238s;http://www.tidal.com/track/75487722
"The Awakening";Godsmack;Faceless;USUR10300048;;;89s;http://www.tidal.com/track/75487723
Serenity;Godsmack;Faceless;USUR10300049;;;274s;http://www.tidal.com/track/75487724
"Feed the Machine";Nickelback;"Feed the Machine";QMRSZ1700243;;;303s;http://www.tidal.com/track/74552931
"Coin for the Ferryman";Nickelback;"Feed the Machine";QMRSZ1700244;;;290s;http://www.tidal.com/track/74552932
"Song On Fire";Nickelback;"Feed the Machine";QMRSZ1700245;;;231s;http://www.tidal.com/track/74552933
"Must Be Nice";Nickelback;"Feed the Machine";QMRSZ1700246;;;223s;http://www.tidal.com/track/74552934
"After the Rain";Nickelback;"Feed the Machine";QMRSZ1700247;;;215s;http://www.tidal.com/track/74552935
"For the River";Nickelback;"Feed the Machine";QMRSZ1700248;;;209s;http://www.tidal.com/track/74552936
Home;Nickelback;"Feed the Machine";QMRSZ1700249;;;232s;http://www.tidal.com/track/74552937
"The Betrayal (Act III)";Nickelback;"Feed the Machine";QMRSZ1700250;;;261s;http://www.tidal.com/track/74552938
"Silent Majority";Nickelback;"Feed the Machine";QMRSZ1700251;;;232s;http://www.tidal.com/track/74552939
"Every Time We're Together";Nickelback;"Feed the Machine";QMRSZ1700252;;;233s;http://www.tidal.com/track/74552940
"The Betrayal (Act I)";Nickelback;"Feed the Machine";QMRSZ1701343;;;162s;http://www.tidal.com/track/74552941
"Million Miles An Hour";Nickelback;"No Fixed Address";USUG11401758;;;251s;http://www.tidal.com/track/77615991
"Edge Of A Revolution";Nickelback;"No Fixed Address";USUM71412163;;;243s;http://www.tidal.com/track/77615992
"What Are You Waiting For?";Nickelback;"No Fixed Address";USUM71413252;;;219s;http://www.tidal.com/track/77615993
"She Keeps Me Up";Nickelback;"No Fixed Address";USUG11401759;;;238s;http://www.tidal.com/track/77615994
"Make Me Believe Again";Nickelback;"No Fixed Address";USUG11401760;;;214s;http://www.tidal.com/track/77615995
Satellite;Nickelback;"No Fixed Address";USUG11401761;;;238s;http://www.tidal.com/track/77615996
"Get ‘Em Up";Nickelback;"No Fixed Address";USUG11401762;;;233s;http://www.tidal.com/track/77615997
"The Hammer's Coming Down";Nickelback;"No Fixed Address";USUG11401763;;;264s;http://www.tidal.com/track/77615998
"Miss You";Nickelback;"No Fixed Address";USUG11401764;;;242s;http://www.tidal.com/track/77615999
"Got Me Runnin’ Round";"Nickelback, Flo Rida";"No Fixed Address";USUG11401765;;;245s;http://www.tidal.com/track/77616000
